id,ticket_id,author_id,body,public,created_at
10471-2,10471,917,"Thanks for the details, give me a moment to check on this.",True,2025-08-21T17:34:05
10471-3,10471,50614,This isn't the first time either.,True,2025-08-21T18:28:05
10471-4,10471,917,"I've resolved this on our end, please let us know if you need anything else.",True,2025-08-21T21:16:05
10471-5,10471,50614,Thanks for the help!,True,2025-08-21T21:26:05
10472-1,10472,50440,"Hi, my order arrived and the backpack is broken, it won't turn on at all.",True,2025-07-27T00:26:53
10472-2,10472,908,"Thanks for the details, give me a moment to check on this.",True,2025-07-27T01:28:53
10472-3,10472,50440,Can I get a replacement or refund?,True,2025-07-27T01:54:53
10472-4,10472,908,"I understand the frustration, let's get this sorted out.",True,2025-07-27T04:57:53
10472-5,10472,50440,Any news?,True,2025-07-27T07:02:53
10472-6,10472,908,"Thanks for confirming, I've closed this out on our end.",True,2025-07-27T09:22:53
10472-7,10472,50440,"Great, appreciate the quick resolution.",True,2025-07-27T10:20:53
10473-1,10473,50985,"Hi, I placed order #716230 on Jun 11 and I can't find any tracking info. Can you tell me where it is?",True,2025-06-15T03:04:02
10473-2,10473,914,"I understand the frustration, let's get this sorted out.",True,2025-06-15T05:12:02
10473-3,10473,50985,Any update on this? It's been a while.,True,2025-06-15T08:51:02
10473-4,10473,914,"Thanks for the details, give me a moment to check on this.",True,2025-06-15T13:43:02
10473-5,10473,50985,"OK, still waiting to hear back.",True,2025-06-15T16:54:02
10473-6,10473,914,"All set on our side now, thanks for your patience.",True,2025-06-15T19:05:02
10473-7,10473,50985,"OK thank you, that answers my question.",True,2025-06-15T19:30:02
10474-1,10474,50764,"Hi, the amount charged to my card doesn't match my order total, can you check?",True,2025-08-27T23:27:25
10474-2,10474,915,"I'm sorry for the trouble, checking your account now.",True,2025-08-28T03:14:25
10474-3,10474,50764,This needs to be corrected soon.,True,2025-08-28T05:32:25
10475-1,10475,50828,"Hi, I placed order #478250 on May 24 and I can't find any tracking info. Can you tell me where it is?",True,2025-06-04T11:59:49
10475-2,10475,923,"Thanks for the details, give me a moment to check on this.",True,2025-06-04T13:29:49
10475-3,10475,50828,"Still no movement on the tracking page, is that normal?",True,2025-06-04T18:10:49
10476-1,10476,52206,"Hi, I placed order #717947 on Jun 23 and I can't find any tracking info. Can you tell me where it is?",True,2025-06-26T21:28:21
10476-2,10476,924,"Thanks for reaching out, let me look into this for you.",True,2025-06-27T01:21:21
10476-3,10476,52206,"Still no movement on teh tracking page, is that normal?",True,2025-06-27T03:28:21
10477-1,10477,50311,"Hi, I need to update the email address on my account.",True,2025-07-19T17:17:52
10477-2,10477,925,"Thanks for the details, give me a moment to check on this.",True,2025-07-19T19:43:52
10477-3,10477,50311,I want to make sure I still get order notifications after the change.,True,2025-07-19T20:52:52
10477-4,10477,925,"I've resolved this on our end, please let us know if you need anything else.",True,2025-07-19T23:50:52
10477-5,10477,50311,"OK thank you, that answers my question.",True,2025-07-20T01:22:52
10478-1,10478,50407,Order #406516 was supposed to arrive on Jul 28 and it's still not here. What's going on?,True,2025-08-06T12:55:16
10478-2,10478,904,"Thanks for reaching out, let me look into this for you.",True,2025-08-06T15:57:16
10478-3,10478,50407,"It's been 4 extra days now, this is getting frustrating.",True,2025-08-06T16:46:16
10478-4,10478,904,"Thanks for reaching out, let me look into this for you.",True,2025-08-06T17:58:16
10478-5,10478,50407,"OK, still waiting to hear back.",True,2025-08-06T19:09:16
10478-6,10478,904,"I'm sorry for the trouble, checking your account now.",True,2025-08-06T20:28:16
10478-7,10478,50407,Any news?,True,2025-08-06T21:07:16
10478-8,10478,904,"Thanks for confirming, I've closed this out on our end.",True,2025-08-06T22:43:16
10478-9,10478,50407,Thanks for the help!,True,2025-08-06T23:53:16
10479-1,10479,51446,"I want to file a complaint, my overall experience with this order has been really disappointing.",True,2025-06-18T05:31:34
10479-2,10479,905,"I'm sorry for the trouble, checking your account now.",True,2025-06-18T09:04:34
10479-3,10479,51446,I'd like to know how this will be addressed.,True,2025-06-18T13:19:34
10479-4,10479,905,"Thanks for confirming, I've closed this out on our end.",True,2025-06-18T13:44:34
10479-5,10479,51446,"OK thank you, that answers my question.",True,2025-06-18T14:02:34
10480-1,10480,53062,"Hi, I was supposed to get a discount but my order #918691 was charged full price.",True,2025-08-07T18:42:14
10480-2,10480,922,"Thanks for reaching out, let me look into this for you.",True,2025-08-07T19:35:14
10480-3,10480,53062,"Actually, sorry, let me explain the real issue. My card keeps getting declined when I try to check out, even though there are funds available.",True,2025-08-07T22:46:14
10480-4,10480,922,"I understand the frustration, let's get this sorted out.",True,2025-08-08T02:06:14
10480-5,10480,53062,Any news?,True,2025-08-08T02:17:14
10480-6,10480,922,"I've resolved this on our end, please let us know if you need anything else.",True,2025-08-08T04:25:14
10480-7,10480,53062,Thanks for the help!,True,2025-08-08T05:46:14
10481-1,10481,52559,"Hi, I'd like to return the leather wallet from order #427216, can you send me a return label?",True,2025-08-16T00:34:40
10481-2,10481,925,"I understand the frustration, let's get this sorted out.",True,2025-08-16T04:07:40
10481-3,10481,52559,Where do I send the package back to?,True,2025-08-16T05:35:40
10481-4,10481,925,"Thanks for the details, give me a moment to check on this.",True,2025-08-16T06:23:40
10481-5,10481,52559,Any news?,True,2025-08-16T06:52:40
10481-6,10481,925,"Thanks for the details, give me a moment to check on this.",True,2025-08-16T08:20:40
10481-7,10481,52559,"OK, still waiting to hear back.",True,2025-08-16T10:14:40
10482-1,10482,51484,"Hi, I'd like to return the phone case from order #229737, can you send me a return label?",True,2025-06-25T01:09:49
10482-2,10482,903,"Thanks for reaching out, let me look into this for you.",True,2025-06-25T04:53:49
10482-3,10482,51484,Where do I send the package back to?,True,2025-06-25T09:44:49
10482-4,10482,903,"Thanks for reaching out, let me look into this for you.",True,2025-06-25T10:45:49
10482-5,10482,51484,Any news?,True,2025-06-25T12:14:49
10482-6,10482,903,"Thanks for the details, give me a moment to check on this.",True,2025-06-25T12:47:49
10482-7,10482,51484,Following up on this.,True,2025-06-25T14:05:49
10482-8,10482,903,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-25T14:28:49
10482-9,10482,51484,Thanks for the help!,True,2025-06-25T15:48:49
10483-1,10483,52219,"Hi, I need to update the email address on my account.",True,2025-07-24T18:44:35
10483-2,10483,903,"I'm sorry for the trouble, checking your account now.",True,2025-07-24T21:57:35
10483-3,10483,52219,I want to make sure I still get order notifications after the change.,True,2025-07-25T01:35:35
10483-4,10483,903,"Thanks for confirming, I've closed this out on our end.",True,2025-07-25T03:21:35
10483-5,10483,52219,"OK thank you, that answers my question.",True,2025-07-25T03:53:35
10484-1,10484,51685,"Hi, I can't log into my account, it keeps saying my password is wrong even after resetting it.",True,2025-06-23T16:00:39
10484-2,10484,918,"I'm sorry for the trouble, checking your account now.",True,2025-06-23T17:09:39
10484-3,10484,51685,I've tried clearing my cache and cookies too.,True,2025-06-23T18:53:39
10484-4,10484,918,"This has been taken care of, apologies again for the inconvenience.",True,2025-06-23T21:10:39
10484-5,10484,51685,Thanks for the help!,True,2025-06-23T22:50:39
10485-1,10485,51132,The winter coat I received feels much cheaper than it looked in the photos.,True,2025-07-30T07:59:13
10485-2,10485,903,"Thanks for the details, give me a moment to check on this.",True,2025-07-30T09:40:13
10485-3,10485,51132,It just doesn't feel like a $102 item.,True,2025-07-30T13:37:13
10485-4,10485,903,"This has been taken care of, apologies again for the inconvenience.",True,2025-07-30T15:01:13
10485-5,10485,51132,"OK thank you, that answers my question.",True,2025-07-30T16:08:13
10486-1,10486,51774,"Hi, I was supposed to get a discount but my order #884674 was charged full price.",True,2025-08-11T02:58:56
10486-2,10486,914,"Thanks for reaching out, let me look into this for you.",True,2025-08-11T04:52:56
10486-3,10486,51774,The code was definitely still valid.,True,2025-08-11T09:04:56
10486-4,10486,914,"All set on our side now, thanks for your patience.",True,2025-08-11T11:08:56
10486-5,10486,51774,"OK thank you, that answers my question.",True,2025-08-11T13:00:56
10487-1,10487,51794,How many days do I have to return something after delivery?,True,2025-06-22T08:06:41
10487-2,10487,904,"Thanks for the details, give me a moment to check on this.",True,2025-06-22T10:59:41
10487-3,10487,51794,Does that apply to sale items too?,True,2025-06-22T14:35:41
10487-4,10487,904,"Thanks for reaching out, let me look into this for you.",True,2025-06-22T15:17:41
10487-5,10487,51794,Any news?,True,2025-06-22T16:28:41
10488-1,10488,50080,"Hi, when will I get my money back for the item I sent back?",True,2025-08-10T01:24:35
10488-2,10488,910,"I'm sorry for the trouble, checking your account now.",True,2025-08-10T02:38:35
10488-3,10488,50080,My bank still shows no refund received.,True,2025-08-10T06:13:35
10488-4,10488,910,"Thanks for the details, give me a moment to check on this.",True,2025-08-10T08:03:35
10488-5,10488,50080,Any news?,True,2025-08-10T08:24:35
10488-6,10488,910,"I understand the frustration, let's get this sorted out.",True,2025-08-10T10:05:35
10488-7,10488,50080,Following up on this.,True,2025-08-10T11:16:35
10488-8,10488,910,"Thanks for confirming, I've closed this out on our end.",True,2025-08-10T12:51:35
10488-9,10488,50080,Thanks for the help!,True,2025-08-10T14:07:35
10489-1,10489,50947,"I returned my order #874494 12 days ago and haven't seen a refund yet, can you check?",True,2025-06-19T15:44:29
10489-2,10489,913,"I understand the frustration, let's get this sorted out.",True,2025-06-19T19:44:29
10489-3,10489,50947,"Actually, sorry, let me explain the real issue. Hello, just checking on the status of order #874494, it's been a few days and I haven't heard anything.",True,2025-06-19T20:55:29
10489-4,10489,913,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-19T21:52:29
10489-5,10489,50947,"Perfect, thank you.",True,2025-06-19T22:08:29
10490-1,10490,52692,I used the code SUMMER20 but it didn't apply any discount at checkout.,True,2025-06-01T13:53:59
10490-2,10490,924,"I understand the frustration, let's get this sorted out.",True,2025-06-01T13:58:59
10490-3,10490,52692,Can you apply it retroactively or refund the difference?,True,2025-06-01T17:06:59
10490-4,10490,924,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-01T18:40:59
10490-5,10490,52692,"Perfect, thank you.",True,2025-06-01T20:10:59
10491-1,10491,53000,Order #583241 was supposed to arrive on Jun 18 and it's still not here. What's going on?,True,2025-06-20T00:43:12
10491-2,10491,905,"Thanks for the details, give me a moment to check on this.",True,2025-06-20T04:02:12
10491-3,10491,53000,"It's been 9 extra days now, this is getting frustrating.",True,2025-06-20T07:53:12
10491-4,10491,905,"I'm sorry for the trouble, checking your account now.",True,2025-06-20T08:35:12
10491-5,10491,53000,Any news?,True,2025-06-20T10:46:12
10491-6,10491,905,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-20T10:57:12
10491-7,10491,53000,"Great, appreciate the quick resolution.",True,2025-06-20T12:10:12
10492-1,10492,50867,Order #952072 shows as delivered but I never received anything. I've checked with neighbours and the building office.,True,2025-06-10T20:53:27
10492-2,10492,902,"I understand the frustration, let's get this sorted out.",True,2025-06-10T21:42:27
10492-3,10492,50867,Can you open an investigation with the carrier?,True,2025-06-11T00:14:27
10492-4,10492,902,"Thanks for confirming, I've closed this out on our end.",True,2025-06-11T00:34:27
10492-5,10492,50867,Thanks for the help!,True,2025-06-11T00:50:27
10493-1,10493,53018,The desk lamp I ordered stopped working after 13 days of normal use.,True,2025-08-18T00:31:07
10493-2,10493,922,"Thanks for reaching out, let me look into this for you.",True,2025-08-18T04:28:07
10493-3,10493,53018,"I've tried everything, it's definitely faulty.",True,2025-08-18T08:58:07
10493-4,10493,922,"Thanks for reaching out, let me look into this for you.",True,2025-08-18T11:11:07
10493-5,10493,53018,Following up on this.,True,2025-08-18T12:47:07
10493-6,10493,922,"All set on our side now, thanks for your patience.",True,2025-08-18T15:14:07
10493-7,10493,53018,"Great, appreciate the quick resolution.",True,2025-08-18T16:01:07
10494-1,10494,50572,"Hello, just checking on the status of order #255002, it's been a few days and I haven't heard anything.",True,2025-08-03T14:29:40
10494-2,10494,925,"Thanks for reaching out, let me look into this for you.",True,2025-08-03T14:42:40
10494-3,10494,50572,Any update on this? It's been a while.,True,2025-08-03T15:05:40
10494-4,10494,925,"I've resolved this on our end, please let us know if you need anything else.",True,2025-08-03T15:30:40
10494-5,10494,50572,"Great, appreciate the quick resolution.",True,2025-08-03T15:45:40
10495-1,10495,53225,"Hi, the quality of this item really doesn't match the product description on the site.",True,2025-07-26T01:21:01
10495-2,10495,920,"I understand the frustration, let's get this sorted out.",True,2025-07-26T02:39:01
10495-3,10495,53225,It just doesn't feel like a $44 item.,True,2025-07-26T07:16:01
10495-4,10495,920,"I've resolved this on our end, please let us know if you need anything else.",True,2025-07-26T08:43:01
10495-5,10495,53225,"OK thank you, that answers my question.",True,2025-07-26T09:28:01
10496-1,10496,52454,Order #462127 shows as delivered but I never received anything. I've checked with neighbours and the building office.,True,2025-06-24T18:47:56
10496-2,10496,901,"Thanks for the details, give me a moment to check on this.",True,2025-06-24T19:50:56
10496-3,10496,52454,"I've looked everywhere, it's genuinely not here.",True,2025-06-24T23:09:56
10496-4,10496,901,"Thanks for confirming, I've closed this out on our end.",True,2025-06-25T02:26:56
10496-5,10496,52454,Thanks for the help!,True,2025-06-25T04:04:56
10497-1,10497,51665,The bluetooth speaker I ordered stopped working after 14 days of normal use.,True,2025-07-25T19:18:54
10497-2,10497,906,"I understand the frustration, let's get this sorted out.",True,2025-07-25T23:04:54
10497-3,10497,51665,"I've tried everything, it's definitely faulty.",True,2025-07-26T01:23:54
10497-4,10497,906,"Thanks for reaching out, let me look into this for you.",True,2025-07-26T06:17:54
10497-5,10497,51665,Following up on this.,True,2025-07-26T07:33:54
10497-6,10497,906,"Thanks for the details, give me a moment to check on this.",True,2025-07-26T10:50:54
10497-7,10497,51665,"OK, still waiting to hear back.",True,2025-07-26T13:44:54
10498-1,10498,52164,Order #168713 was supposed to arrive on Jun 20 and it's still not here. What's going on?,True,2025-06-25T09:01:15
10498-2,10498,920,"I'm sorry for the trouble, checking your account now.",True,2025-06-25T10:22:15
10498-3,10498,52164,"It's been 8 extra days now, this is getting frustrating.",True,2025-06-25T10:42:15
10498-4,10498,920,"I'm sorry for the trouble, checking your account now.",True,2025-06-25T14:26:15
10498-5,10498,52164,Following up on this.,True,2025-06-25T16:10:15
10499-1,10499,51892,"Hi, when will I get my money back for the item I sent back?",True,2025-06-27T13:03:40
10499-2,10499,901,"I'm sorry for the trouble, checking your account now.",True,2025-06-27T15:27:40
10499-3,10499,51892,It's been longer than the timeline you gave me.,True,2025-06-27T18:07:40
10499-4,10499,901,"I understand the frustration, let's get this sorted out.",True,2025-06-27T18:28:40
10499-5,10499,51892,Any news?,True,2025-06-27T20:14:40
10499-6,10499,901,"All set on our side now, thanks for your patience.",True,2025-06-27T22:09:40
10499-7,10499,51892,Thanks for the help!,True,2025-06-27T23:19:40
10500-1,10500,53401,I got refunded for order #972156 but the amount is way less than what I paid.,True,2025-08-28T12:24:08
10500-2,10500,908,"I'm sorry for the trouble, checking your account now.",True,2025-08-28T13:24:08
10500-3,10500,53401,I paid $102 and only got a fraction of that back.,True,2025-08-28T16:35:08
10500-4,10500,908,"Thanks for reaching out, let me look into this for you.",True,2025-08-28T18:56:08
10500-5,10500,53401,Following up on this.,True,2025-08-28T20:47:08
10501-1,10501,52954,"Hi, I have a question but I'm not totally sure it's the right team to ask.",True,2025-06-05T09:34:38
10501-2,10501,925,"I understand the frustration, let's get this sorted out.",True,2025-06-05T09:49:38
10501-3,10501,52954,Let me know if I should contact someone else instead.,True,2025-06-05T10:16:38
10501-4,10501,925,"I understand the frustration, let's get this sorted out.",True,2025-06-05T11:08:38
10501-5,10501,52954,Any news?,True,2025-06-05T12:41:38
10501-6,10501,925,"I understand the frustration, let's get this sorted out.",True,2025-06-05T13:15:38
10501-7,10501,52954,Any news?,True,2025-06-05T15:33:38
10501-8,10501,925,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-05T18:04:38
10501-9,10501,52954,"Great, appreciate the quick resolution.",True,2025-06-05T18:10:38
10502-1,10502,52400,"Hi, my order arrived and the sunglasses is broken, it won't turn on at all.",True,2025-07-08T18:37:07
10502-2,10502,903,"Thanks for reaching out, let me look into this for you.",True,2025-07-08T21:14:07
10502-3,10502,52400,"I've tried everything, it's definitely faulty.",True,2025-07-09T00:56:07
10502-4,10502,903,"All set on our side now, thanks for your patience.",True,2025-07-09T02:55:07
10502-5,10502,52400,Thanks for the help!,True,2025-07-09T03:17:07
10503-1,10503,50445,The phone case I ordered stopped working after 4 days of normal use.,True,2025-06-22T01:23:25
10503-2,10503,917,"I'm sorry for the trouble, checking your account now.",True,2025-06-22T04:02:25
10503-3,10503,50445,"I've tried everything, it's definitely faulty.",True,2025-06-22T04:49:25
10503-4,10503,917,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-22T08:50:25
10503-5,10503,50445,"Perfect, thank you.",True,2025-06-22T09:06:25
10504-1,10504,53397,"Hi, I'd like to return the winter coat from order #616293, can you send me a return label?",True,2025-08-10T19:36:50
10504-2,10504,911,"Thanks for reaching out, let me look into this for you.",True,2025-08-10T20:30:50
10504-3,10504,53397,"Actually, sorry, let me explain the real issue. Order #616293 was supposed to arrive on Jul 28 and it's still not here. What's going on?",True,2025-08-11T01:06:50
10504-4,10504,911,"I've resolved this on our end, please let us know if you need anything else.",True,2025-08-11T01:29:50
10504-5,10504,53397,"Great, appreciate the quick resolution.",True,2025-08-11T02:15:50
10505-1,10505,51457,Order #699828 was supposed to arrive on Jul 13 and it's still not here. What's going on?,True,2025-07-17T08:05:35
10505-2,10505,901,"Thanks for reaching out, let me look into this for you.",True,2025-07-17T08:20:35
10505-3,10505,51457,Do you have an updated delivry estimate?,True,2025-07-17T10:33:35
10505-4,10505,901,"I'm sorry for the trouble, checking your account now.",True,2025-07-17T15:13:35
10505-5,10505,51457,Any news?,True,2025-07-17T16:50:35
10505-6,10505,901,"I understand the frustration, let's get this sorted out.",True,2025-07-17T18:00:35
10505-7,10505,51457,Following up on this.,True,2025-07-17T21:00:35
10506-1,10506,50218,Is there any way to get notified when the sunglasses is restocked?,True,2025-07-12T02:23:44
10506-2,10506,903,"Thanks for the details, give me a moment to check on this.",True,2025-07-12T04:23:44
10506-3,10506,50218,Can I reserve one in advance?,True,2025-07-12T05:57:44
10506-4,10506,903,"I understand the frustration, let's get this sorted out.",True,2025-07-12T09:42:44
10506-5,10506,50218,Any news?,True,2025-07-12T12:40:44
10506-6,10506,903,"Thanks for confirming, I've closed this out on our end.",True,2025-07-12T15:11:44
10506-7,10506,50218,"Perfect, thank you.",True,2025-07-12T15:27:44
10507-1,10507,50601,"I was charged twice for order #424632, can you refund the duplicate?",True,2025-06-27T19:08:01
10507-2,10507,910,"I'm sorry for the trouble, checking your account now.",True,2025-06-27T22:32:01
10507-3,10507,50601,This needs to be corrected soon.,True,2025-06-28T02:22:01
10507-4,10507,910,"Thanks for reaching out, let me look into this for you.",True,2025-06-28T07:20:01
10507-5,10507,50601,Following up on this.,True,2025-06-28T09:14:01
10507-6,10507,910,"Thanks for confirming, I've closed this out on our end.",True,2025-06-28T12:23:01
10507-7,10507,50601,"OK thank you, that answers my question.",True,2025-06-28T12:47:01
10508-1,10508,52629,"Hi, my order arrived and the sunglasses is broken, it won't turn on at all.",True,2025-06-20T15:39:19
10508-2,10508,914,"Thanks for reaching out, let me look into this for you.",True,2025-06-20T18:07:19
10508-3,10508,52629,"I've tried everything, it's definitely faulty.",True,2025-06-20T20:42:19
10508-4,10508,914,"Thanks for reaching out, let me look into this for you.",True,2025-06-20T23:48:19
10508-5,10508,52629,Following up on this.,True,2025-06-21T00:34:19
10508-6,10508,914,"I understand the frustration, let's get this sorted out.",True,2025-06-21T03:08:19
10508-7,10508,52629,"OK, still waiting to hear back.",True,2025-06-21T04:45:19
10509-1,10509,52771,"I was charged twice for order #501010, can you refund the duplicate?",True,2025-06-25T05:10:05
10509-2,10509,904,"I'm sorry for the trouble, checking your account now.",True,2025-06-25T09:00:05
10509-3,10509,52771,This needs to be corrected soon.,True,2025-06-25T10:47:05
10509-4,10509,904,"Thanks for reaching out, let me look into this for you.",True,2025-06-25T13:49:05
10509-5,10509,52771,"OK, still waiting to hear back.",True,2025-06-25T15:03:05
10509-6,10509,904,"I understand the frustration, let's get this sorted out.",True,2025-06-25T16:21:05
10509-7,10509,52771,"OK, still waiting to hear back.",True,2025-06-25T18:49:05
10509-8,10509,904,"All set on our side now, thanks for your patience.",True,2025-06-25T20:00:05
10509-9,10509,52771,"Perfect, thank you.",True,2025-06-25T21:53:05
10510-1,10510,51959,"The password reset link yuo sent isn't working, can you help me get back in?",True,2025-06-01T14:13:42
10510-2,10510,924,"Thanks for reaching out, let me look into this for you.",True,2025-06-01T17:48:42
10510-3,10510,51959,I've tried clearing my cache and cookies too.,True,2025-06-01T18:22:42
10510-4,10510,924,"Thanks for the details, give me a moment to check on this.",True,2025-06-01T19:00:42
10510-5,10510,51959,Any news?,True,2025-06-01T19:30:42
10510-6,10510,924,"All set on our side now, thanks for your patience.",True,2025-06-01T22:21:42
10510-7,10510,51959,"OK thank you, that answers my question.",True,2025-06-01T22:32:42
10511-1,10511,52629,"Hi, when will I get my money back for the item I sent back?",True,2025-06-05T13:52:46
10511-2,10511,913,"I'm sorry for the trouble, checking your account now.",True,2025-06-05T17:43:46
10511-3,10511,52629,"Actually, sorry, let me explain the real issue. Hi, the amount charged to my card doesn't match my order total, can you check?",True,2025-06-05T21:19:46
10511-4,10511,913,"I understand the frustration, let's get this sorted out.",True,2025-06-06T02:13:46
10511-5,10511,52629,Following up on this.,True,2025-06-06T05:28:46
10512-1,10512,50093,"Hi, my order arrived but it's short one item, the box wasn't damaged so I'm not sure what happened.",True,2025-08-01T09:45:34
10512-2,10512,912,"I understand the frustration, let's get this sorted out.",True,2025-08-01T13:44:34
10512-3,10512,50093,Can you send teh missing item or refund it?,True,2025-08-01T14:49:34
10513-1,10513,50001,Order #638228 shows as delivered but I never received anything. I've checked with neighbours and the building office.,True,2025-08-08T07:08:27
10513-2,10513,912,"Thanks for reaching out, let me look into this for you.",True,2025-08-08T09:44:27
10513-3,10513,50001,Can yuo open an investigation with the carrier?,True,2025-08-08T11:20:27
10513-4,10513,912,"Thanks for reaching out, let me look into this for you.",True,2025-08-08T14:00:27
10513-5,10513,50001,Any news?,True,2025-08-08T16:00:27
10514-1,10514,51631,"Hi, I need to update the email address on my account.",True,2025-08-24T10:33:09
10514-2,10514,915,"I'm sorry for the trouble, checking your account now.",True,2025-08-24T14:26:09
10514-3,10514,51631,I want to make sure I still get order notifications after the change.,True,2025-08-24T15:28:09
10514-4,10514,915,"Thanks for confirming, I've closed this out on our end.",True,2025-08-24T19:12:09
10514-5,10514,51631,"OK thank you, that answers my question.",True,2025-08-24T20:57:09
10515-1,10515,53582,"Hi, my order arrived and teh winter coat is broken, it won't turn on at all.",True,2025-06-11T11:11:54
10515-2,10515,917,"I understand the frustration, let's get this sorted out.",True,2025-06-11T14:20:54
10515-3,10515,53582,"I've tried everything, it's definitely faulty.",True,2025-06-11T17:56:54
10515-4,10515,917,"Thanks for confirming, I've closed this out on our end.",True,2025-06-11T21:58:54
10515-5,10515,53582,"OK thank you, that answers my question.",True,2025-06-11T22:33:54
10516-1,10516,51495,"Hi, I placed order #981517 on Jul 14 and I can't find any tracking info. Can you tell me where it is?",True,2025-07-20T05:00:09
10516-2,10516,924,"Thanks for the details, give me a moment to check on this.",True,2025-07-20T08:23:09
10516-3,10516,51495,"Still no movement on the tracking page, is that normal?",True,2025-07-20T13:09:09
10516-4,10516,924,"Thanks for reaching out, let me look into this for you.",True,2025-07-20T16:46:09
10516-5,10516,51495,Following up on this.,True,2025-07-20T19:09:09
10516-6,10516,924,"This has been taken care of, apologies again for the inconvenience.",True,2025-07-20T20:03:09
10516-7,10516,51495,"OK thank you, that answers my question.",True,2025-07-20T20:49:09
10517-1,10517,51761,The denim jacket I ordered stopped working after 2 days of normal use.,True,2025-06-27T06:54:50
10517-2,10517,919,"Thanks for the details, give me a moment to check on this.",True,2025-06-27T09:32:50
10517-3,10517,51761,Can I get a replacement or refund?,True,2025-06-27T14:01:50
10517-4,10517,919,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-27T15:17:50
10517-5,10517,51761,Thanks for the help!,True,2025-06-27T16:44:50
10518-1,10518,52847,Order #670392 was supposed to arrive on Jun 20 adn it's still not here. What's going on?,True,2025-07-03T11:44:59
10518-2,10518,920,"Thanks for reaching out, let me look into this for you.",True,2025-07-03T14:26:59
10518-3,10518,52847,Do you have an updated delivery estimate?,True,2025-07-03T18:32:59
10518-4,10518,920,"Thanks for confirming, I've closed this out on our end.",True,2025-07-03T23:19:59
10518-5,10518,52847,"OK thank you, that answers my question.",True,2025-07-04T00:28:59
10519-1,10519,51311,"Hi, I placed order #774554 on Jun 27 and I can't find any tracking info. Can you tell me where it is?",True,2025-07-15T22:57:47
10519-2,10519,916,"Thanks for reaching out, let me look into this for you.",True,2025-07-16T02:48:47
10519-3,10519,51311,"Still no movement on the tracking page, is that normal?",True,2025-07-16T06:02:47
10519-4,10519,916,"Thanks for reaching out, let me look into this for you.",True,2025-07-16T10:05:47
10519-5,10519,51311,"OK, still waiting to hear back.",True,2025-07-16T13:07:47
10519-6,10519,916,"This has been taken care of, apologies again for the inconvenience.",True,2025-07-16T13:59:47
10519-7,10519,51311,"Perfect, thank you.",True,2025-07-16T15:43:47
10520-1,10520,52431,Where can I download a receipt for my recent purchase?,True,2025-07-03T03:11:52
10520-2,10520,912,"I'm sorry for the trouble, checking your account now.",True,2025-07-03T04:12:52
10520-3,10520,52431,Can it include the VAT breakdown?,True,2025-07-03T09:01:52
10520-4,10520,912,"All set on our side now, thanks for your patience.",True,2025-07-03T10:35:52
10520-5,10520,52431,"Perfect, thank you.",True,2025-07-03T11:03:52
10521-1,10521,50686,Order #828338 was supposed to arrive on Aug 18 and it's still not here. What's going on?,True,2025-08-26T02:42:37
10521-2,10521,918,"Thanks for the details, give me a moment to check on this.",True,2025-08-26T04:21:37
10521-3,10521,50686,Do you have an updated delivery estimate?,True,2025-08-26T04:44:37
10521-4,10521,918,"Thanks for confirming, I've closed this out on our end.",True,2025-08-26T09:40:37
10521-5,10521,50686,"Perfect, thank you.",True,2025-08-26T11:23:37
10522-1,10522,50491,"Hi, I placed order #972831 on Aug 11 and I can't find any tracking info. Can you tell me where it is?",True,2025-08-15T00:46:36
10522-2,10522,921,"Thanks for reaching out, let me look into this for you.",True,2025-08-15T04:14:36
10522-3,10522,50491,"Still no movement on the tracking page, is that normal?",True,2025-08-15T05:08:36
10522-4,10522,921,"All set on our side now, thanks for your patience.",True,2025-08-15T08:04:36
10522-5,10522,50491,Thanks for the help!,True,2025-08-15T08:34:36
10523-1,10523,53348,"Hello, just checking on the status of order #937606, it's been a few days and I haven't heard anything.",True,2025-08-16T23:50:33
10523-2,10523,913,"Thanks for reaching out, let me look into this for you.",True,2025-08-17T01:07:33
10523-3,10523,53348,"Still no movement on the tracking page, is that normal?",True,2025-08-17T01:35:33
10523-4,10523,913,"Thanks for reaching out, let me look into this for you.",True,2025-08-17T06:15:33
10523-5,10523,53348,Following up on this.,True,2025-08-17T09:23:33
10523-6,10523,913,"I understand the frustration, let's get this sorted out.",True,2025-08-17T11:47:33
10523-7,10523,53348,"OK, still waiting to hear back.",True,2025-08-17T14:20:33
10523-8,10523,913,"This has been taken care of, apologies again for the inconvenience.",True,2025-08-17T17:04:33
10523-9,10523,53348,"OK thank you, that answers my question.",True,2025-08-17T18:45:33
10524-1,10524,51647,"Hi, my order arrived and the winter coat is broken, it won't turn on at all.",True,2025-08-25T02:55:21
10524-2,10524,905,"Thanks for the details, give me a moment to check on this.",True,2025-08-25T05:10:21
10524-3,10524,51647,Can I get a replacement or refund?,True,2025-08-25T07:43:21
