id,subject,description,status,priority,type,via_channel,tags,requester_id,assignee_id,group_id,created_at,updated_at,true_category_id_triage,true_category_id_final,taxonomy_version,is_drift_case,is_ambiguous_case,ambiguous_with_category_id,is_injected_new_category
10563,Incorrect charge amount,"Hi, the amount charged to my card doesn't match my order total, can you check? I returned my order #677064 7 days ago and haven't seen a refund yet, can you check?",pending,low,problem,email,"mobile_app,web",53220,915,1,2025-08-11T06:34:48,2025-08-11T15:33:48,PAY-002,PAY-002,1,False,True,RET-002,False
10564,Where is my order?,"Hello, just checking on the status of order #553876, it's been a few days and I haven't heard anything.",solved,normal,problem,web_widget,web,53416,902,1,2025-08-22T04:30:44,2025-08-22T16:19:44,ORD-001,RET-004,1,True,False,,False
10565,Still waiting on refund for #581415,"I returned my order #581415 5 days ago and haven't seen a refund yet, can you check?",pending,normal,task,web_widget,"priority,web",52972,918,1,2025-07-07T21:17:10,2025-07-08T04:57:10,RET-002,RET-002,1,False,False,,False
10566,Can't complete checkout,"My card keeps getting declined when I try to check out, even though there are funds available.",solved,normal,task,web_widget,,50091,902,1,2025-08-20T04:57:44,2025-08-20T12:17:44,PAY-001,ORD-001,1,True,False,,False
10567,Product arrived defective,"Hi, my order arrived and the phone case is broken, it won't turn on at all.",pending,normal,problem,web_widget,,50395,917,1,2025-08-15T23:37:41,2025-08-16T10:12:41,PRD-001,PRD-001,1,False,False,,False
10568,Discount code not working,I used the code NOVA5 but it didn't apply any discount at checkout.,solved,low,question,web_widget,"web,priority",51306,913,2,2025-06-12T12:09:00,2025-06-13T01:13:00,PAY-004,PAY-004,1,False,False,,False
10569,Where is my order?,"Hello, just checking on teh status of order #540071, it's been a few days and I haven't heard anything.",solved,low,task,web_widget,"priority,web",50659,922,1,2025-07-12T04:46:15,2025-07-12T22:34:15,ORD-001,ORD-001,1,False,False,,False
10570,Defective wireless headphones,"Hi, my order arrived and the wireless headphones is broken, it won't turn on at all.",closed,normal,question,email,"web,priority",50179,901,1,2025-08-13T16:44:27,2025-08-14T01:52:27,PRD-001,PRD-001,1,False,False,,False
10571,Where is my order?,"Hello, just checking on the status of order #907940, it's been a few days and I haven't heard anything.",solved,normal,question,web_widget,web,51942,906,2,2025-08-13T19:31:34,2025-08-14T02:36:34,ORD-001,ORD-001,1,False,False,,False
10572,Defective graphic t-shirt,"Hi, my order arrived and the graphic t-shirt is broken, it won't turn on at all.",solved,high,question,web_widget,web,51783,901,2,2025-07-11T18:14:12,2025-07-12T07:55:12,PRD-001,PRD-001,1,False,False,,False
10573,Package hasn't arrived yet,"Hi, my delivery is running late, I ordered the desk lamp over a week ago. Hi, the courier says my package for order #691995 was delivered but it's nowhere to be found.",solved,normal,question,email,,51374,911,1,2025-08-27T11:09:25,2025-08-28T00:53:25,ORD-002,ORD-002,1,False,True,ORD-003,False
10574,Still waiting on refund for #345165,"I returned my order #345165 6 days ago and haven't seen a refund yet, can you check?",pending,normal,problem,web_widget,"vip,ecommerce",50688,920,1,2025-08-05T06:29:39,2025-08-05T20:01:39,RET-002,RET-002,1,False,False,,False
10575,Tracking question,"Hello, just checking on the status of order #564458, it's been a few days and I haven't heard anything.",solved,high,incident,web_widget,"web,vip",51794,909,1,2025-08-15T23:32:31,2025-08-16T10:34:31,ORD-001,ORD-001,1,False,False,,False
10576,Please erase my data,This is a formal request for a copy of all personal data you have on file for me.,solved,normal,task,web_widget,"ecommerce,web",50263,902,1,2025-07-28T01:23:39,2025-07-28T10:10:39,ACC-003,ACC-003,1,False,False,,False
10577,Order #829234 status,"Hi, I placed order #829234 on Jul 06 and I can't find any tracking info. Can you tell me where it is?",solved,low,incident,web_widget,,52239,912,2,2025-07-14T11:06:16,2025-07-14T17:24:16,ORD-001,ORD-001,1,False,False,,False
10578,Item missing from my order,"I just opened my package for order #510164 and the backpack is missing, only the rest of the items were inside.",closed,low,incident,email,,50298,915,1,2025-07-05T12:59:20,2025-07-05T20:32:20,ORD-004,ORD-004,1,False,False,,False
10579,Delivery delay on #106810,"Hi, my delivery is running late, I ordered the graphic t-shirt over a week ago.",open,low,incident,email,"priority,mobile_app",50362,912,1,2025-06-21T00:28:50,2025-06-21T10:02:50,ORD-002,ORD-002,1,False,False,,False
10580,Partial refund issue,I got refunded for order #585875 but the amount is way less than what I paid.,closed,high,question,web_widget,ecommerce,51515,911,1,2025-06-08T01:49:16,2025-06-08T08:27:16,RET-003,RET-003,1,False,False,,False
10581,Incorrect charge amount,"I was charged twice for order #627573, can you refund the duplicate?",solved,normal,incident,web_widget,"mobile_app,priority",52811,911,1,2025-07-10T11:30:06,2025-07-10T23:28:06,PAY-002,PAY-002,1,False,False,,False
10582,Need to change shipping address,"Hi, I think I entered teh wrong address for order #156015, could you update it before it ships?",solved,normal,question,web_widget,web,53291,916,1,2025-08-27T12:18:56,2025-08-27T18:45:56,ORD-005,ORD-005,1,False,False,,False
10583,My order is late,"Hi, my delivery is running late, I ordered the denim jacket over a week ago.",closed,normal,task,web_widget,,52467,922,1,2025-06-01T22:17:43,2025-06-02T08:51:43,ORD-002,ORD-002,1,False,False,,False
10584,Not sure who to ask,This might not be the right place but I wasn't sure where else to send this.,open,low,problem,web_widget,"ecommerce,priority",51667,908,1,2025-06-01T06:18:43,2025-06-01T15:38:43,GEN-OTHER,GEN-OTHER,1,False,False,,False
10585,Not happy with my experience,"Hi, I've had several issues with my last few orders and I'm not happy with the service.",pending,urgent,task,email,mobile_app,52384,923,2,2025-06-20T20:35:07,2025-06-21T04:46:07,GEN-001,GEN-001,1,False,False,,False
10586,Complaint about recent order,"I want to file a complaint, my overall experience with this order has been really disappointing.",solved,normal,task,web_widget,web,53084,901,1,2025-08-03T18:06:25,2025-08-04T05:21:25,GEN-001,GEN-001,1,False,False,,False
10587,Delivery delay on #241232,Order #241232 was supposed to arrive on May 29 and it's still not here. What's going on?,solved,high,question,email,"mobile_app,vip",51543,905,1,2025-06-12T18:50:54,2025-06-13T19:03:54,ORD-002,ORD-002,1,False,False,,False
10588,Need to update my address,"Hi, I need to update the email address on my account.",solved,normal,task,email,"vip,mobile_app",50903,906,1,2025-08-13T06:32:15,2025-08-13T15:13:15,ACC-002,ACC-002,1,False,False,,False
10589,Update my account details,Can you help me change the phone number linked to my account?,pending,low,incident,web_widget,ecommerce,51355,925,1,2025-07-24T09:56:45,2025-07-24T15:19:45,ACC-002,ACC-002,1,False,False,,False
10590,Not happy with my experience,"Hi, I've had several issues with my last few orders and I'm not happy with the service.",pending,low,incident,web_widget,"web,ecommerce",52193,922,2,2025-07-23T03:03:21,2025-07-23T10:59:21,GEN-001,GEN-001,1,False,False,,False
10591,Need to change shipping address,"Hi, I think I entered the wrong address for order #800131, could you update it before it ships?",closed,urgent,question,web_widget,"ecommerce,mobile_app",51088,905,1,2025-08-24T22:26:52,2025-08-25T06:01:52,ORD-005,ORD-005,1,False,False,,False
10592,Delivery delay on #486253,Order #486253 was supposed to arrive on May 26 and it's still not here. What's going on?,solved,normal,task,email,"priority,web",52174,911,2,2025-06-13T22:23:59,2025-06-14T10:02:59,ORD-002,ORD-002,1,False,False,,False
10593,Refund status,"Hi, when will I get my money back for the item I sent back?",solved,high,task,email,,51821,914,1,2025-07-23T13:08:27,2025-07-23T20:49:27,RET-002,GEN-OTHER,1,True,False,,False
10594,Wrong refund amount,I got refunded for order #987810 but the amount is way less than what I paid.,solved,normal,task,web_widget,"ecommerce,priority",52987,904,1,2025-06-17T22:59:20,2025-06-18T09:33:20,RET-003,RET-003,1,False,False,,False
10595,My order never arrived,Order #234029 shows as delivered but I never received anything. I've checked with neighbours and the building office.,solved,normal,question,web_widget,ecommerce,52357,923,1,2025-07-15T02:42:50,2025-07-15T08:38:50,ORD-003,ORD-003,1,False,False,,False
10596,Feedback about the website,"Just some feedback, it would be great if the website had a size comparison tool.",closed,normal,problem,email,priority,52094,905,1,2025-07-16T07:32:50,2025-07-17T00:51:50,GEN-002,GEN-002,1,False,False,,False
10597,Package hasn't arrived yet,Order #327216 was supposed to arrive on Jun 07 and it's still not here. What's going on?,solved,normal,task,web_widget,"mobile_app,priority",51328,914,2,2025-06-12T22:13:09,2025-06-13T06:36:09,ORD-002,ORD-002,1,False,False,,False
10598,Refund status,"Hi, when will I get my money back for the item I sent back?",solved,normal,problem,email,,50273,920,1,2025-06-06T01:04:17,2025-06-06T09:39:17,RET-002,RET-002,1,False,False,,False
10599,Tracking question,"Hello, just checking on the status of order #865982, it's been a few days and I haven't heard anything.",solved,normal,incident,web_widget,web,52338,923,1,2025-07-04T06:10:24,2025-07-04T16:01:24,ORD-001,ORD-001,1,False,False,,False
10600,Need an invoice,"Hi, could yuo send me an invoice for order #950608? I need it for accounting.",closed,low,incident,web_widget,priority,52034,911,2,2025-06-06T11:30:30,2025-06-07T01:15:30,PAY-003,PAY-003,1,False,False,,False
10601,Delivery delay on #783707,"Hi, my delivery is running late, I ordered the yoga mat over a week ago.",solved,low,question,web_widget,"ecommerce,vip",50327,925,1,2025-08-10T03:09:11,2025-08-10T09:56:11,ORD-002,ORD-002,1,False,False,,False
10602,Where is my refund?,"I returned my order #396525 9 days ago and haven't seen a refund yet, can yuo check?",solved,low,problem,web_widget,priority,53449,900,2,2025-07-15T06:18:51,2025-07-15T17:23:51,RET-002,RET-002,1,False,False,,False
10603,Tracking question,"Hello, just checking on teh status of order #875018, it's been a few days and I haven't heard anything.",solved,normal,task,web_widget,,51445,910,1,2025-07-13T19:17:12,2025-07-14T07:25:12,ORD-001,ORD-001,1,False,False,,False
10604,Item stopped working,"Hi, my order arrived and the sneakers is broken, it won't turn on at all.",closed,high,problem,web_widget,vip,53495,910,1,2025-08-23T09:23:33,2025-08-23T21:17:33,PRD-001,PRD-001,1,False,False,,False
10605,Order #651366 missing an item,"Hi, my order arrived but it's short one item, the box wasn't damaged so I'm not sure what happened.",solved,low,task,web_widget,web,50927,918,2,2025-08-19T19:59:26,2025-08-20T10:54:26,ORD-004,ORD-004,1,False,False,,False
10606,Where is my order?,"Hi, I placed order #391648 on Jun 04 and I can't find any tracking info. Can you tell me where it is?",solved,urgent,question,email,"priority,ecommerce",50540,924,1,2025-06-23T05:58:00,2025-06-23T22:39:00,ORD-001,GEN-003,1,True,False,,False
10607,Item missing from my order,"Hi, my order arrived but it's short one item, teh box wasn't damaged so I'm not sure what happened.",solved,low,question,web_widget,,51069,922,1,2025-06-28T03:44:12,2025-06-28T09:02:12,ORD-004,ORD-004,1,False,False,,False
10608,Payment declined,"Hi, I'm getting a payment error and can't finish my order.",solved,low,problem,web_widget,,52716,914,2,2025-07-08T20:04:32,2025-07-09T01:27:32,PAY-001,PAY-001,1,False,False,,False
10609,Delivery delay on #954659,Order #954659 was supposed to arrive on Jun 16 and it's still not here. What's going on?,open,low,question,web_widget,,52197,925,2,2025-07-04T08:52:03,2025-07-04T20:41:03,ORD-002,ORD-002,1,False,False,,False
10610,Not as pictured,"Hi, the quality of this item really doesn't match the product description on the site.",solved,high,incident,web_widget,,50808,908,1,2025-07-11T03:19:04,2025-07-11T12:45:04,PRD-005,PRD-005,1,False,False,,False
10611,Where is my order?,"Hello, just checking on the status of order #666423, it's been a few days and I haven't heard anything.",closed,normal,incident,email,,51109,922,2,2025-08-12T03:01:08,2025-08-12T12:33:08,ORD-001,ORD-001,1,False,False,,False
10612,Locked out of my account,"Hi, I can't log into my account, it keeps saying my password is wrong even after resetting it.",solved,low,incident,web_widget,,51582,911,1,2025-06-21T16:44:34,2025-06-22T01:45:34,ACC-001,ACC-001,1,False,False,,False
10613,Random query,This might not be the right place but I wasn't sure where else to send this.,solved,normal,problem,email,,53253,905,1,2025-06-08T16:40:05,2025-06-09T02:21:05,GEN-OTHER,GEN-OTHER,1,False,False,,False
10614,Tracking question,"Hello, just checking on the status of order #206979, it's been a few days and I haven't heard anything.",closed,low,task,email,,52450,910,2,2025-08-21T16:23:48,2025-08-22T01:24:48,ORD-001,PRD-002,1,True,False,,False
10615,Product arrived defective,"Hi, my order arrived and the backpack is broken, it won't turn on at all.",closed,normal,incident,web_widget,"vip,mobile_app",51248,916,2,2025-07-16T10:17:32,2025-07-16T20:04:32,PRD-001,PRD-001,1,False,False,,False
10616,Wrong refund amount,"Hi, I was only refunded part of my order, can you check what happened?",solved,low,incident,web_widget,web,50955,908,1,2025-08-23T20:34:31,2025-08-23T23:55:31,RET-003,RET-003,1,False,False,,False
10617,Disappointed with quality,The denim jacket I received feels much cheaper than it looked in the photos.,solved,low,question,web_widget,,51647,907,1,2025-07-13T04:02:42,2025-07-13T14:37:42,PRD-005,PRD-005,1,False,False,,False
10618,Wrong address on order,"I moved recently and my order #794939 is still set to go to my old address, can this be fixed?",solved,low,task,web_widget,"mobile_app,web",50386,905,2,2025-07-04T20:53:47,2025-07-05T09:29:47,ORD-005,GEN-OTHER,1,True,False,,False
10619,Defective yoga mat,"Hi, my order arrived and the yoga mat is broken, it won't turn on at all.",solved,low,problem,web_widget,,52614,916,1,2025-08-15T17:19:20,2025-08-16T01:14:20,PRD-001,PRD-001,1,False,False,,False
10620,Update my account details,Can you help me change the phone number linked to my account?,solved,normal,question,web_widget,,51152,923,1,2025-07-17T12:28:58,2025-07-17T17:05:58,ACC-002,ACC-002,1,False,False,,False
10621,Refund status,"Hi, when will I get my money back for the item I sent back?",solved,normal,incident,email,,53063,905,1,2025-06-18T14:28:34,2025-06-19T01:03:34,RET-002,RET-002,1,False,False,,False
10622,Can't log in,"The password reset link you sent isn't working, can you help me get back in?",solved,low,question,web_widget,"web,priority",53456,917,2,2025-06-19T19:46:56,2025-06-20T05:35:56,ACC-001,ACC-001,1,False,False,,False
10623,Does this come in other sizes?,"Hi, before I order the desk lamp, does it come in a larger size?",pending,low,question,email,priority,50823,907,2,2025-06-14T20:49:06,2025-06-15T09:12:06,PRD-003,PRD-003,1,False,False,,False
10624,Where is my refund?,"Hi, when will I get my money back for the item I sent back?",solved,normal,question,web_widget,priority,53155,902,1,2025-07-13T12:22:38,2025-07-14T00:59:38,RET-002,RET-002,1,False,False,,False
10625,Frustrated customer,"I want to file a complaint, my overall experience with this order has been really disappointing.",closed,normal,task,web_widget,"ecommerce,mobile_app",51261,919,1,2025-07-22T11:21:57,2025-07-22T22:59:57,GEN-001,GEN-001,1,False,False,,False
10626,Still waiting on refund for #747817,"I returned my order #747817 8 days ago and haven't seen a refund yet, can you check?",solved,normal,incident,email,"mobile_app,ecommerce",51257,921,1,2025-06-24T04:51:35,2025-06-24T15:23:35,RET-002,PAY-002,1,True,False,,False
10627,Package hasn't arrived yet,Order #246319 was supposed to arrive on Aug 05 adn it's still not here. What's going on?,closed,normal,task,email,,51338,905,1,2025-08-20T19:03:02,2025-08-21T12:44:02,ORD-002,ORD-002,1,False,False,,False
10628,Still waiting on refund for #113343,"Hi, when will I get my money back for the item I sent back?",closed,urgent,problem,web_widget,"ecommerce,mobile_app",50059,904,2,2025-07-11T16:39:50,2025-07-12T03:38:50,RET-002,RET-002,1,False,False,,False
10629,Delivery delay on #773960,"Hi, my delivery is running late, I ordered the wireless headphones over a week ago.",closed,high,problem,web_widget,,52953,900,1,2025-07-19T07:35:30,2025-07-19T15:01:30,ORD-002,ORD-002,1,False,False,,False
10630,How do I return this?,What's the process to send back an item I ordered? It doesn't fit.,open,normal,problem,web_widget,,51547,904,2,2025-06-12T11:21:07,2025-06-12T19:16:07,RET-001,RET-001,1,False,False,,False
10631,Wrong address on order,"Hi, I think I entered the wrong address for order #402591, could you update it before it ships?",solved,normal,incident,email,,51059,915,1,2025-08-21T23:45:24,2025-08-22T03:55:24,ORD-005,ORD-005,1,False,False,,False
10632,Received wrong product,I ordered the laptop sleeve but received a completely different item.,solved,normal,question,web_widget,,52937,924,1,2025-08-24T00:37:49,2025-08-24T08:48:49,PRD-002,PRD-002,1,False,False,,False
10633,Where is my refund?,"Hi, when will I get my money back for the item I sent back?",closed,normal,task,web_widget,web,51376,901,1,2025-07-28T22:57:03,2025-07-29T08:02:03,RET-002,RET-002,1,False,False,,False
10634,Product arrived defective,The running shoes I ordered stopped working after 10 days of normal use.,solved,normal,incident,web_widget,priority,50832,901,1,2025-07-15T10:46:32,2025-07-16T00:54:32,PRD-001,PRD-001,1,False,False,,False
10635,Return process question,What's the process to send back an item I ordered? It doesn't fit.,solved,normal,task,web_widget,priority,50039,909,2,2025-07-10T13:49:11,2025-07-11T01:50:11,RET-001,RET-001,1,False,False,,False
10636,Not sure who to ask,This might not be the right place but I wasn't sure where else to send this.,solved,high,problem,web_widget,"ecommerce,mobile_app",52426,925,1,2025-08-24T20:17:04,2025-08-25T05:23:04,GEN-OTHER,ACC-001,1,True,False,,False
10637,Received wrong product,"Hi, the color/size I received doesn't match order #508800 at all.",solved,low,question,web_widget,"mobile_app,ecommerce",52717,916,1,2025-06-27T04:01:10,2025-06-27T17:02:10,PRD-002,PRD-002,1,False,False,,False
10638,This isn't what I ordered,"Hi, the color/size I received doesn't match order #573802 at all.",solved,low,problem,email,"ecommerce,web",53358,904,1,2025-07-20T04:37:12,2025-07-20T17:29:12,PRD-002,PRD-002,1,False,False,,False
10639,Discount code not working,I used the code SAVE10 but it didn't apply any discount at checkout.,solved,urgent,question,email,"vip,priority",52367,907,1,2025-08-29T17:36:31,2025-08-30T03:54:31,PAY-004,PAY-004,1,False,False,,False
10640,My order is late,Order #703637 was supposed to arrive on Jul 30 and it's still not here. What's going on?,solved,high,question,web_widget,ecommerce,50518,921,1,2025-08-07T21:56:47,2025-08-08T06:11:47,ORD-002,ORD-002,1,False,False,,False
10641,Refund status,"Hi, when will I get my money back for teh item I sent back?",solved,low,problem,email,priority,50555,909,1,2025-07-12T23:09:13,2025-07-13T12:58:13,RET-002,RET-002,1,False,False,,False
10642,Incorrect charge amount,"I was charged twice for order #221309, can you refund the duplicate?",pending,low,question,web_widget,vip,52395,915,1,2025-07-03T12:01:22,2025-07-03T21:35:22,PAY-002,PAY-002,1,False,False,,False
10643,Change email on file,Can you help me change the phone number linked to my account?,solved,high,question,web_widget,vip,50281,922,1,2025-06-07T23:12:02,2025-06-08T05:35:02,ACC-002,ACC-002,1,False,False,,False
10644,Defective graphic t-shirt,The graphic t-shirt I ordered stopped working after 2 days of normal use.,closed,low,incident,email,web,51856,903,1,2025-07-23T16:52:14,2025-07-24T09:17:14,PRD-001,PRD-001,1,False,False,,False
10645,Wrong refund amount,"Hi, I was only refunded part of my order, can you check what happened?",solved,urgent,incident,email,,53066,914,1,2025-07-15T16:31:07,2025-07-16T07:01:07,RET-003,RET-003,1,False,False,,False
10646,Didn't get my discount,I used the code SAVE10 but it didn't apply any discount at checkout.,solved,normal,incident,email,,51657,909,2,2025-07-11T21:57:00,2025-07-12T04:52:00,PAY-004,PAY-004,1,False,False,,False
10647,Refund status,"I returned my order #240457 14 days ago and haven't seen a refund yet, can you check?",closed,low,problem,web_widget,ecommerce,50348,919,1,2025-07-30T09:07:22,2025-07-30T23:27:22,RET-002,RET-002,1,False,False,,False
10648,Can't complete checkout,"My card keeps getting declined when I try to check out, even though there are funds available.",pending,normal,incident,web_widget,,52405,923,2,2025-07-14T04:55:09,2025-07-14T10:24:09,PAY-001,PAY-001,1,False,False,,False
10649,My order is late,Order #501155 was supposed to arrive on May 19 and it's still not here. What's going on?,solved,urgent,question,web_widget,mobile_app,50441,917,2,2025-06-05T16:45:02,2025-06-06T01:00:02,ORD-002,ORD-002,1,False,False,,False
10650,My order never arrived,"Hi, the courier says my package for order #449740 was delivered but it's nowhere to be found. Hi, when will I get my money back for the item I sent back?",solved,normal,incident,web_widget,vip,52477,910,1,2025-06-09T17:14:31,2025-06-10T04:15:31,ORD-003,ORD-003,1,False,True,RET-002,False
10651,Duplicate charge on my card,"I was charged twice for order #620070, can you refund the duplicate?",solved,normal,incident,email,ecommerce,53564,922,2,2025-08-07T16:09:26,2025-08-07T20:58:26,PAY-002,PAY-002,1,False,False,,False
10652,Where is my order?,"Hello, just checking on the status of order #384790, it's been a few days and I haven't heard anything.",solved,normal,question,email,"priority,vip",50581,923,2,2025-07-31T11:13:46,2025-07-31T16:24:46,ORD-001,ORD-001,1,False,False,,False
10653,Tracking question,"Hi, I placed order #138855 on Jul 15 and I can't find any tracking info. Can you tell me where it is?",open,high,problem,web_widget,ecommerce,51412,922,1,2025-07-20T03:45:22,2025-07-20T18:57:22,ORD-001,ORD-001,1,False,False,,False
10654,Item stopped working,The running shoes I ordered stopped working after 11 days of normal use.,solved,high,question,web_widget,,52093,923,1,2025-08-14T17:12:42,2025-08-15T02:42:42,PRD-001,ACC-002,1,True,False,,False
10655,Item missing from my order,"I just opened my package for order #296599 and the desk lamp is missing, only the rest of the items were inside.",closed,normal,question,web_widget,"web,ecommerce",50917,918,2,2025-07-08T08:08:20,2025-07-08T19:53:20,ORD-004,ORD-004,1,False,False,,False
10656,Where is my order?,"Hi, I placed order #997448 on Aug 09 and I can't find any tracking info. Can you tell me where it is?",open,urgent,task,web_widget,mobile_app,50496,908,1,2025-08-12T15:57:00,2025-08-12T22:28:00,ORD-001,ORD-001,1,False,False,,False
10657,Invoice request for #718121,"Hi, could you send me an invoice for order #718121? I need it for accounting.",closed,low,problem,email,"ecommerce,web",51003,901,1,2025-08-23T20:44:38,2025-08-24T07:20:38,PAY-003,PAY-003,1,False,False,,False
10658,Where is my refund?,"Hi, when will I get my money back for the item I sent back?",open,normal,task,web_widget,ecommerce,51486,906,1,2025-06-22T18:28:17,2025-06-22T23:37:17,RET-002,RET-002,1,False,False,,False
10659,How long do I have to return an item?,"Hi, quick question about your returns policy, can I return an item I already opened?",solved,low,question,email,"priority,vip",50611,912,1,2025-07-19T07:43:22,2025-07-19T14:11:22,RET-004,RET-004,1,False,False,,False
10660,Received wrong product,"Hi, the color/size I recieved doesn't match order #924497 at all.",solved,normal,question,web_widget,"priority,web",50439,917,1,2025-07-09T02:36:04,2025-07-09T08:16:04,PRD-002,PRD-002,1,False,False,,False
10661,Still waiting on refund for #467890,"Hi, when will I get my money back for teh item I sent back?",pending,low,question,web_widget,,50520,918,2,2025-08-24T05:11:40,2025-08-24T14:55:40,RET-002,RET-002,1,False,False,,False
10662,Can't complete checkout,"My card keeps getting declined when I try to check out, even though there are funds available.",solved,high,task,email,,51363,907,1,2025-07-16T10:33:46,2025-07-17T00:56:46,PAY-001,PAY-001,1,False,False,,False
10663,Still waiting on refund for #528626,"Hi, when will I get my money back for the item I sent back?",open,urgent,incident,web_widget,priority,51130,902,2,2025-07-27T13:28:56,2025-07-27T23:33:56,RET-002,RET-002,1,False,False,,False
10664,Can't complete checkout,"Hi, I'm getting a payment error and can't finish my order.",closed,normal,task,web_widget,"mobile_app,priority",51259,901,1,2025-07-09T03:55:56,2025-07-09T14:14:56,PAY-001,PAY-001,1,False,False,,False
10665,Address correction for #627108,"I moved recently and my order #627108 is still set to go to my old address, can this be fixed?",pending,normal,incident,email,ecommerce,51256,907,1,2025-07-24T09:47:50,2025-07-24T12:39:50,ORD-005,ORD-005,1,False,False,,False
10666,My order is late,Order #520949 was supposed to arrive on Aug 16 and it's still not here. What's going on?,closed,normal,question,web_widget,ecommerce,53285,923,1,2025-08-18T13:40:01,2025-08-18T18:56:01,ORD-002,ORD-002,1,False,False,,False
10667,Receipt for accounting,Where can I download a receipt for my recent purchase?,solved,high,problem,email,,50054,906,1,2025-08-25T06:26:30,2025-08-25T19:44:30,PAY-003,PAY-003,1,False,False,,False
10668,Where is my refund?,"I returned my order #454101 13 days ago and haven't seen a refund yet, can you check?",open,low,question,web_widget,"ecommerce,mobile_app",52575,903,1,2025-08-27T05:13:28,2025-08-27T08:44:28,RET-002,RET-002,1,False,False,,False
10669,Item stopped working,The yoga mat I ordered stopped working after 8 days of normal use.,solved,normal,task,email,"ecommerce,web",53419,904,1,2025-06-19T11:01:43,2025-06-19T16:44:43,PRD-001,PRD-001,1,False,False,,False
10670,My order is late,"Hi, my delivery is running late, I ordered the smartwatch over a week ago.",closed,normal,incident,web_widget,,50695,920,1,2025-08-19T00:27:18,2025-08-19T14:13:18,ORD-002,ORD-002,1,False,False,,False
10671,Discount code not working,"Hi, I was supposed to get a discount but my order #507261 was charged full price.",solved,low,question,web_widget,,53013,903,2,2025-08-21T10:23:19,2025-08-21T21:42:19,PAY-004,PAY-004,1,False,False,,False
10672,Need an invoice,Where can I download a receipt for my recent purchase?,pending,normal,problem,web_widget,"ecommerce,web",53025,913,1,2025-08-13T16:21:04,2025-08-14T00:45:04,PAY-003,PAY-003,1,False,False,,False
10673,Card not working at checkout,"Hi, I'm getting a payment error and can't finish my order.",pending,low,problem,email,web,50012,910,1,2025-06-11T18:50:56,2025-06-12T05:08:56,PAY-001,PAY-001,1,False,False,,False
10674,Can't log in,"Hi, I can't log into my account, it keeps saying my password is wrong even after resetting it.",solved,low,task,web_widget,vip,50403,910,1,2025-06-15T02:05:24,2025-06-15T10:53:24,ACC-001,PRD-001,1,True,False,,False
10675,Package marked delivered but I got nothing,Order #796862 shows as delivered but I never received anything. I've checked with neighbours and the building office.,open,high,incident,web_widget,ecommerce,53091,920,1,2025-07-29T08:45:48,2025-07-29T22:23:48,ORD-003,PRD-002,1,True,False,,False
10676,Where is my refund?,"I returned my order #495572 9 days ago and haven't seen a refund yet, can you check?",solved,normal,incident,web_widget,"vip,web",51837,913,1,2025-06-13T09:19:00,2025-06-13T21:53:00,RET-002,RET-002,1,False,False,,False
10677,Order #650320 status,"Hello, just checking on the status of order #650320, it's been a few days and I haven't heard anything.",solved,normal,problem,web_widget,,53184,907,1,2025-07-02T13:42:50,2025-07-02T19:53:50,ORD-001,ORD-001,1,False,False,,False
10678,Package marked delivered but I got nothing,Order #919206 shows as delivered but I never received anything. I've checked with neighbours and the building office.,closed,normal,task,web_widget,,51787,902,1,2025-08-18T12:29:01,2025-08-18T23:20:01,ORD-003,ORD-003,1,False,False,,False
10679,Address correction for #746749,"I moved recently and my order #746749 is still set to go to my old address, can this be fixed?",pending,normal,question,web_widget,priority,52014,903,1,2025-06-06T04:58:49,2025-06-06T10:31:49,ORD-005,ORD-005,1,False,False,,False
10680,Where is my order?,"Hi, I placed order #672907 on Aug 14 and I can't find any tracking info. Can you tell me where it is?",solved,low,problem,web_widget,,52779,912,1,2025-08-15T10:35:04,2025-08-15T18:27:04,ORD-001,ORD-001,1,False,False,,False
10681,Defective winter coat,"The winter coat I ordered stopped working after 5 days of normal use. Hi, the color/size I received doesn't match order #920531 at all.",solved,low,question,web_widget,"ecommerce,mobile_app",53493,903,2,2025-07-11T02:26:10,2025-07-11T19:05:10,PRD-001,PRD-001,1,False,True,PRD-002,False
10682,Item stopped working,"Hi, my order arrived and the denim jacket is broken, it won't turn on at all.",closed,normal,task,web_widget,,50910,911,1,2025-06-28T04:00:49,2025-06-28T14:28:49,PRD-001,PRD-001,1,False,False,,False
10683,Still waiting on refund for #122754,"I returned my order #122754 10 days ago and haven't seen a refund yet, can you check?",solved,low,question,web_widget,vip,51714,923,1,2025-07-04T01:49:48,2025-07-04T09:44:48,RET-002,RET-002,1,False,False,,False
10684,My order is late,"Hi, my delivery is running late, I ordered the bluetooth speaker over a week ago.",solved,high,problem,email,,51409,901,1,2025-08-20T12:44:46,2025-08-21T01:20:46,ORD-002,ORD-002,1,False,False,,False
10685,Payment declined,"My card keeps getting declined when I try to check out, even though there are funds available.",solved,normal,problem,web_widget,"priority,mobile_app",50662,918,1,2025-08-11T00:06:21,2025-08-11T06:59:21,PAY-001,PAY-001,1,False,False,,False
10686,Delivery delay on #514736,"Hi, my delivery is running late, I ordered the running shoes over a week ago.",pending,low,question,email,ecommerce,51400,919,2,2025-06-09T21:37:37,2025-06-10T08:05:37,ORD-002,ORD-002,1,False,False,,False
